date_time,Date,Time,Open,High,Low,Close,Volume
03.03.2016 14:00,03.03.2016,14:00,0.23,0.23,0.22,0.22,376073
03.03.2016 15:00,03.03.2016,15:00,0.22,0.23,0.22,0.23,138934
03.03.2016 16:00,03.03.2016,16:00,0.22,0.23,0.22,0.22,102111
03.03.2016 17:00,03.03.2016,17:00,0.23,0.23,0.22,0.23,75614
04.03.2016 09:00,04.03.2016,09:00,0.23,0.23,0.22,0.22,87757
04.03.2016 10:00,04.03.2016,10:00,0.23,0.23,0.22,0.23,137830
04.03.2016 11:00,04.03.2016,11:00,0.22,0.23,0.22,0.23,85187
04.03.2016 12:00,04.03.2016,12:00,0.23,0.23,0.22,0.23,49364
04.03.2016 13:00,04.03.2016,13:00,0.23,0.23,0.22,0.23,123016
04.03.2016 14:00,04.03.2016,14:00,0.23,0.23,0.22,0.23,102049
04.03.2016 15:00,04.03.2016,15:00,0.23,0.23,0.22,0.23,230272
04.03.2016 16:00,04.03.2016,16:00,0.22,0.23,0.22,0.23,73076
04.03.2016 17:00,04.03.2016,17:00,0.23,0.23,0.22,0.23,101723
07.03.2016 09:00,07.03.2016,09:00,0.23,0.23,0.22,0.22,267319
07.03.2016 10:00,07.03.2016,10:00,0.23,0.23,0.22,0.23,219328
07.03.2016 11:00,07.03.2016,11:00,0.23,0.23,0.22,0.22,51769
07.03.2016 12:00,07.03.2016,12:00,0.23,0.23,0.22,0.23,11113
07.03.2016 13:00,07.03.2016,13:00,0.23,0.23,0.22,0.22,36066
07.03.2016 14:00,07.03.2016,14:00,0.22,0.23,0.22,0.23,237594
07.03.2016 15:00,07.03.2016,15:00,0.23,0.23,0.22,0.23,129173
07.03.2016 16:00,07.03.2016,16:00,0.23,0.23,0.22,0.22,200372
07.03.2016 17:00,07.03.2016,17:00,0.22,0.23,0.22,0.23,723845
08.03.2016 09:00,08.03.2016,09:00,0.23,0.23,0.23,0.23,221341
08.03.2016 10:00,08.03.2016,10:00,0.23,0.23,0.22,0.22,77740
08.03.2016 11:00,08.03.2016,11:00,0.23,0.23,0.22,0.23,485979
08.03.2016 12:00,08.03.2016,12:00,0.22,0.23,0.22,0.23,51335
08.03.2016 13:00,08.03.2016,13:00,0.22,0.23,0.22,0.22,30532
08.03.2016 14:00,08.03.2016,14:00,0.22,0.23,0.22,0.23,173804
08.03.2016 15:00,08.03.2016,15:00,0.23,0.23,0.22,0.22,338357
08.03.2016 16:00,08.03.2016,16:00,0.22,0.23,0.22,0.23,106369
08.03.2016 17:00,08.03.2016,17:00,0.23,0.23,0.22,0.22,89800
09.03.2016 09:00,09.03.2016,09:00,0.23,0.23,0.22,0.22,387240
09.03.2016 10:00,09.03.2016,10:00,0.23,0.23,0.22,0.22,195200
09.03.2016 11:00,09.03.2016,11:00,0.23,0.23,0.22,0.23,538099
09.03.2016 12:00,09.03.2016,12:00,0.23,0.23,0.22,0.23,102419
09.03.2016 13:00,09.03.2016,13:00,0.22,0.23,0.22,0.23,113238
09.03.2016 14:00,09.03.2016,14:00,0.23,0.23,0.22,0.23,233719
09.03.2016 15:00,09.03.2016,15:00,0.23,0.23,0.22,0.22,141899
09.03.2016 16:00,09.03.2016,16:00,0.23,0.23,0.22,0.23,58713
